Year,Team,Conf_x,AdjEM,AdjO,AdjD,AdjT,SOSEM,SOSO,SOSD,Conf_y,BPI(O),BPI(D),W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,PASE
2009,Duke,ACC,24.31,117.5,93.2,66.3,10.23,108.5,98.3,ACC,11.3,7.0,30.0,7.0,77.5,65.9,11.57,9.07,11.97,8.12,20.1,0.2414108187134504
2009,West Virginia,BE,24.21,115.1,90.9,63.7,10.95,108.9,98.0,Big East,6.5,10.0,23.0,12.0,72.0,61.8,10.23,8.34,7.32,11.26,18.57,0.1641081871345029
2009,UCLA,P10,23.93,119.5,95.6,65.3,8.42,107.6,99.1,Pac-12,10.4,3.3,26.0,9.0,75.5,64.0,11.46,7.19,11.55,7.1,18.64,0.3679511278195489
2009,Villanova,BE,23.89,114.4,90.5,68.3,9.99,108.9,98.9,Big East,10.5,5.3,30.0,8.0,76.8,67.4,9.45,8.72,10.87,6.59,17.45,0.2173684210526316
2009,Kansas,B12,23.83,114.5,90.7,67.2,8.83,107.9,99.1,Big 12,8.8,6.1,27.0,8.0,76.4,65.4,10.97,7.9,10.34,7.68,18.02,0.0206258890469417
2009,Arizona St.,P10,23.03,118.2,95.2,59.1,10.14,108.9,98.8,Pac-12,4.1,8.9,25.0,10.0,69.4,60.5,8.89,7.82,4.72,11.98,16.7,0.243421052631579
2009,Syracuse,BE,22.21,117.0,94.8,69.7,11.46,108.4,97.0,Big East,13.4,0.4,28.0,10.0,80.2,71.7,8.45,9.48,16.69,0.54,17.24,0.3881578947368421
2009,Washington,P10,22.09,113.1,91.0,72.2,10.18,109.4,99.2,Pac-12,11.8,-0.1,26.0,9.0,78.6,69.5,9.11,8.19,14.93,1.85,16.78,-0.0663875598086124
2009,Purdue,B10,21.84,110.5,88.7,65.9,8.94,107.2,98.3,Big Ten,5.6,8.0,27.0,10.0,69.1,59.8,9.27,7.17,6.57,9.87,16.44,-0.3323502722323049
2009,Marquette,BE,21.02,117.1,96.1,67.5,8.22,107.8,99.5,Big East,10.6,1.3,25.0,10.0,78.3,69.5,8.77,7.87,12.58,2.48,15.06,-0.2324561403508772
2009,Xavier,A10,20.24,111.0,90.8,65.8,5.81,105.8,100.0,A 10,6.1,7.3,27.0,8.0,71.7,61.9,9.8,4.65,6.01,8.44,14.45,0.090080971659919
2009,BYU,MWC,20.1,114.0,93.9,69.0,4.57,105.4,100.9,Mountain West,8.0,2.2,25.0,8.0,77.1,65.2,11.94,4.15,11.73,3.39,15.12,-0.3578216374269005
2009,Texas,B12,19.65,112.2,92.5,65.4,10.16,109.2,99.0,Big 12,5.8,5.7,23.0,12.0,72.3,65.6,6.74,8.09,6.31,8.52,14.83,-0.1256805807622504
2009,Clemson,ACC,19.62,116.4,96.7,67.9,6.19,105.4,99.2,ACC,10.7,3.1,23.0,9.0,78.3,68.0,10.31,6.59,12.43,3.13,15.56,-0.2966008771929824
2009,Wake Forest,ACC,18.88,111.6,92.7,72.8,7.66,107.5,99.9,ACC,11.7,1.2,24.0,7.0,81.0,70.7,10.23,7.36,14.58,1.06,15.63,-0.3618421052631578
2009,Illinois,B10,18.72,106.8,88.1,62.8,7.96,106.5,98.6,Big Ten,0.7,11.3,24.0,10.0,64.8,57.2,7.65,6.73,1.32,13.06,14.38,-0.3028947368421052
2009,Oklahoma St.,B12,18.33,116.4,98.1,69.3,10.46,108.8,98.4,Big 12,12.3,-1.2,23.0,12.0,80.9,74.5,6.34,7.44,14.62,-0.84,13.78,-0.0118421052631578
2009,USC,P10,18.26,110.0,91.8,63.7,10.81,110.5,99.7,Pac-12,2.3,7.5,22.0,13.0,68.5,63.5,4.94,9.15,3.36,10.74,14.09,-0.0921052631578946
2009,Utah,MWC,17.8,110.8,92.9,65.0,7.29,107.9,100.6,Mountain West,3.6,3.1,24.0,10.0,71.2,64.6,6.65,5.72,5.36,7.24,12.59,0.1813322368421052
2009,Wisconsin,B10,17.62,113.3,95.7,59.1,9.51,107.3,97.8,Big Ten,0.6,9.9,20.0,13.0,63.8,59.0,4.79,8.43,0.85,11.58,12.43,0.2757675438596491
2009,California,P10,17.37,116.8,99.4,66.0,9.17,108.0,98.8,Pac-12,8.9,0.4,22.0,11.0,74.9,68.8,6.09,7.21,11.18,2.12,13.3,-0.1649797570850202
2009,Georgetown,BE,16.96,111.1,94.2,62.7,11.11,108.7,97.6,Big East,4.3,7.6,16.0,15.0,69.3,63.9,5.42,8.97,5.15,9.25,14.39,-0.0852272727272726
2009,Tennessee,SEC,16.48,115.1,98.7,67.7,9.4,107.9,98.5,SEC,11.1,1.5,21.0,13.0,78.4,72.5,5.88,7.71,11.93,1.67,13.6,-0.229876160990712
2009,Baylor,B12,16.38,116.5,100.1,65.8,10.57,108.6,98.0,Big 12,9.1,0.4,24.0,15.0,76.0,70.1,5.97,7.93,9.87,2.66,12.54,-0.2061403508771929
2009,Ohio St.,B10,16.34,113.3,96.9,62.5,9.46,107.7,98.2,Big Ten,2.9,6.8,22.0,11.0,66.8,62.0,4.85,8.23,4.13,8.35,12.48,-0.1360645933014353
2009,Florida,SEC,16.16,115.1,98.9,65.8,2.61,104.0,101.4,SEC,8.2,2.8,25.0,11.0,77.1,67.4,9.64,3.88,8.71,4.11,12.83,0.5649313501144165
2009,San Diego St.,MWC,16.05,109.4,93.3,61.8,5.59,105.6,100.0,Mountain West,0.4,7.7,26.0,10.0,67.1,59.6,7.47,4.74,1.13,10.41,11.54,-0.3989661654135338
2009,Arizona,P10,15.96,117.7,101.8,64.9,11.33,109.0,97.7,Pac-12,7.0,-0.2,21.0,14.0,72.3,69.2,3.09,8.8,9.13,2.75,11.88,-0.1994969040247677
2009,Butler,Horz,15.78,110.3,94.5,62.8,2.51,103.0,100.5,Horizon,2.3,8.6,26.0,6.0,67.8,57.9,9.81,2.07,1.93,8.13,10.07,0.7289473684210528
2009,Florida St.,ACC,15.76,105.9,90.1,65.9,10.01,109.2,99.2,ACC,2.5,7.4,25.0,10.0,68.3,64.9,3.46,7.91,2.53,8.84,11.37,0.1170112781954887
2009,Minnesota,B10,15.43,108.1,92.6,64.5,8.44,107.4,98.9,Big Ten,1.1,6.1,22.0,11.0,66.3,61.6,4.76,7.19,3.39,7.93,11.32,0.018640350877193
2009,Notre Dame,BE,15.38,115.0,99.6,67.2,9.93,107.5,97.6,Big East,9.4,0.2,21.0,15.0,75.8,70.7,5.08,8.7,10.89,1.37,12.26,-0.0560941828254847
2009,Miami FL,ACC,15.3,111.2,95.9,64.3,9.1,108.1,98.9,ACC,6.7,4.8,19.0,13.0,72.7,66.3,6.31,9.04,5.72,6.05,11.76,-0.2188995215311003
2009,New Mexico,MWC,15.29,112.2,96.9,64.8,4.56,105.9,101.3,Mountain West,4.8,2.9,22.0,12.0,73.8,66.1,7.76,3.6,6.53,4.84,11.37,-0.5531798245614036
2009,Utah St.,WAC,15.12,116.7,101.6,60.0,-0.47,103.2,103.6,WAC,2.8,3.9,30.0,5.0,72.4,62.0,10.43,0.07,2.67,6.66,9.33,-0.4008097165991903
2009,Texas A&M,B12,15.01,113.1,98.1,63.9,7.85,107.1,99.3,Big 12,3.9,3.8,24.0,10.0,71.8,67.1,4.68,6.13,4.94,5.58,10.52,0.0532894736842105
2009,LSU,SEC,14.86,111.5,96.6,66.1,3.5,104.6,101.1,SEC,6.2,3.9,27.0,8.0,74.8,66.2,8.6,3.27,6.87,5.0,11.87,0.1103801169590643
2009,Michigan,B10,14.75,112.2,97.5,62.5,11.39,108.5,97.1,Big Ten,3.3,5.0,21.0,14.0,66.9,63.2,3.66,9.74,4.72,7.18,11.9,0.5723684210526315
2009,Kentucky,SEC,14.62,107.8,93.2,66.6,5.14,106.5,101.4,SEC,4.3,5.6,22.0,14.0,74.1,66.3,7.86,4.82,5.69,7.0,12.69,0.4377055921052632
2009,Washington St.,P10,14.58,105.0,90.4,57.6,10.04,109.8,99.7,Pac-12,-6.4,13.4,17.0,16.0,59.2,55.4,3.79,7.5,-6.22,17.51,11.29,-0.3245614035087719
2009,Temple,A10,14.38,109.9,95.5,63.5,6.68,106.9,100.3,A 10,2.7,7.0,22.0,12.0,68.6,63.5,5.15,3.9,1.28,7.77,9.05,0.0291762013729977
2009,Kansas St.,B12,14.18,109.4,95.2,67.4,5.84,106.2,100.3,Big 12,6.3,2.8,22.0,12.0,75.2,66.6,8.53,5.24,8.22,3.96,12.18,-0.1640625
2009,Stanford,P10,14.13,112.5,98.3,67.5,7.65,107.6,99.9,Pac-12,6.2,1.2,20.0,14.0,73.2,68.6,4.59,6.91,9.03,1.55,10.58,-0.2652138157894737
2009,UAB,CUSA,13.73,109.4,95.7,66.4,5.04,106.2,101.2,C-USA,5.7,4.0,22.0,12.0,72.4,66.0,6.38,3.67,5.82,4.23,10.05,-0.0891148325358851
2009,VCU,CAA,13.62,110.1,96.4,65.8,0.23,102.9,102.7,CAA,5.0,3.8,24.0,10.0,71.8,63.4,8.35,-0.65,4.23,3.48,7.7,-0.1026315789473684
2009,Maryland,ACC,13.55,110.0,96.4,66.3,9.61,108.3,98.7,ACC,5.7,3.5,21.0,14.0,71.8,69.1,2.66,8.99,6.63,4.48,11.1,0.1290045766590389
2009,Saint Mary's,WCC,13.36,110.6,97.2,66.5,1.81,103.6,101.8,WCC,5.5,3.4,28.0,7.0,73.4,64.1,9.31,1.49,5.62,3.9,9.52,-0.2619617224880382
2009,Penn St.,B10,12.91,111.8,98.9,61.8,6.15,105.2,99.0,Big Ten,2.3,4.7,27.0,11.0,67.0,62.6,4.39,5.71,2.83,6.66,9.49,-0.0842105263157894
2009,Tulsa,CUSA,12.75,106.2,93.4,64.1,4.88,105.4,100.5,C-USA,0.2,7.5,25.0,11.0,66.8,61.4,5.42,4.84,-0.03,8.44,8.41,0.2527412280701754
2009,Auburn,SEC,12.46,106.8,94.3,68.3,3.54,104.7,101.2,SEC,4.0,3.9,24.0,12.0,72.8,65.4,7.39,3.56,5.66,4.28,9.93,0.4629186602870814
2009,Illinois St.,MVC,12.44,109.0,96.5,64.2,1.1,103.1,102.0,MVC,4.5,3.3,24.0,10.0,71.0,63.4,7.62,1.52,4.78,3.06,7.83,0.0115131578947368
2009,North Dakota St.,Sum,12.29,114.3,102.0,67.5,-1.6,103.1,104.7,Summit,10.8,-2.4,26.0,7.0,80.6,69.1,11.52,-2.72,9.61,-3.43,6.18,0.3092105263157895
2009,Rhode Island,A10,12.26,113.7,101.5,67.7,3.16,104.9,101.7,A 10,10.7,-3.3,23.0,11.0,79.3,72.6,6.68,1.21,11.38,-3.49,7.89,0.481203007518797
2009,Nebraska,B12,12.21,103.5,91.3,62.9,6.32,106.6,100.3,Big 12,-2.0,8.1,18.0,13.0,64.5,60.4,4.1,4.82,-1.63,10.54,8.92,-0.8524436090225566
2009,Davidson,SC,12.06,105.1,93.1,70.0,-3.79,102.8,106.6,Southern,7.5,2.8,27.0,8.0,77.8,65.9,11.94,-3.33,6.29,1.97,8.26,-0.0424641148325358
2009,Northwestern,B10,12.01,111.7,99.7,60.2,7.92,106.6,98.6,Big Ten,-0.4,7.2,17.0,14.0,63.5,60.5,2.94,6.93,0.06,8.5,8.56,-0.2861842105263157
2009,Cleveland St.,Horz,11.96,105.3,93.3,63.7,3.76,104.6,100.9,Horizon,-0.8,7.5,26.0,11.0,66.4,59.5,6.81,2.12,-1.24,8.21,6.97,0.8355263157894738
2009,Siena,MAAC,11.93,110.3,98.4,70.7,0.91,102.4,101.5,MAAC,8.9,-1.3,27.0,8.0,77.4,70.3,7.06,0.99,10.28,-2.22,8.05,0.4210526315789474
2009,Creighton,MVC,11.79,111.9,100.1,67.0,0.97,102.3,101.4,MVC,6.3,1.4,27.0,8.0,73.3,65.5,7.77,0.92,7.32,1.37,8.69,-0.2422600619195046
2009,Mississippi St.,SEC,11.55,107.8,96.2,67.2,4.96,105.3,100.3,SEC,5.7,1.1,23.0,13.0,74.4,68.9,5.5,4.62,6.45,2.65,9.1,-0.1059210526315788
2009,Houston,CUSA,11.49,109.2,97.7,68.5,1.63,104.2,102.5,C-USA,7.7,0.6,21.0,12.0,75.8,68.5,7.33,1.29,7.61,0.65,8.26,-0.1659356725146198
2009,South Carolina,SEC,11.44,107.3,95.9,72.6,2.8,104.4,101.6,SEC,9.0,-0.8,21.0,10.0,78.2,71.3,6.97,4.2,11.16,-2.38,8.78,-0.4131578947368421
2009,Virginia Tech,ACC,11.37,110.9,99.5,65.4,8.01,107.5,99.5,ACC,5.3,2.8,19.0,15.0,72.6,70.7,1.91,6.88,6.19,2.61,8.79,-0.3479532163742689
2009,UNLV,MWC,11.29,106.9,95.6,65.1,4.73,105.5,100.8,Mountain West,4.0,3.8,21.0,11.0,68.8,64.4,4.34,4.34,3.2,5.48,8.68,0.0741228070175438
2009,Boston College,ACC,11.2,113.2,102.0,65.3,6.4,106.6,100.2,ACC,7.7,0.7,22.0,12.0,74.4,70.5,3.85,7.23,8.48,1.88,10.36,0.1710526315789473
2009,Niagara,MAAC,10.62,109.2,98.6,68.4,-1.57,100.9,102.5,MAAC,6.3,0.2,26.0,9.0,76.1,67.7,8.46,-2.25,6.88,-0.67,6.21,0.4177631578947369
2009,Seton Hall,BE,10.3,110.7,100.4,67.7,8.26,106.6,98.3,Big East,7.8,-2.0,17.0,15.0,74.3,72.8,1.41,6.47,8.91,-1.38,7.53,0.1311090225563911
2009,Providence,BE,10.26,111.0,100.7,72.1,7.68,107.2,99.5,Big East,11.0,-5.1,19.0,14.0,78.1,76.7,1.39,7.23,12.54,-4.72,7.82,-0.0055668016194331
2009,Dayton,A10,10.23,103.3,93.0,64.5,2.34,104.9,102.6,A 10,-0.4,7.3,27.0,8.0,66.8,61.4,5.4,1.76,-0.85,8.0,7.16,-0.0480263157894736
2009,Green Bay,Horz,10.16,112.9,102.7,65.0,0.55,102.8,102.3,Horizon,5.3,0.4,22.0,11.0,72.7,66.5,6.15,0.73,5.31,0.32,5.63,-0.2052631578947368
2009,Vanderbilt,SEC,10.01,107.6,97.6,65.3,3.25,103.9,100.6,SEC,3.3,4.0,19.0,12.0,70.5,65.6,4.9,3.81,2.95,5.22,8.18,-0.2768640350877193
2009,North Carolina St.,ACC,9.84,113.5,103.6,63.0,5.74,106.0,100.2,ACC,5.4,2.2,16.0,14.0,73.0,69.6,3.4,6.74,5.54,2.84,8.38,0.2023993808049536
2009,UTEP,CUSA,9.84,108.2,98.4,70.5,4.3,106.0,101.7,C-USA,8.1,-2.3,23.0,14.0,75.4,71.9,3.46,3.21,8.68,-2.01,6.67,-0.1177631578947368
2009,Northern Iowa,MVC,9.7,110.6,100.9,60.8,3.1,104.7,101.6,MVC,0.8,4.5,23.0,11.0,67.4,63.5,3.88,2.24,0.73,4.91,5.63,0.078125
2009,Vermont,AE,9.1,108.7,99.6,69.0,-5.47,99.8,105.3,Am. East,7.2,-1.5,24.0,9.0,76.8,67.3,9.42,-4.27,7.48,-2.85,4.64,0.0913742690058479
2009,Duquesne,A10,8.95,115.2,106.2,68.9,2.83,103.7,100.9,A 10,10.1,-4.7,21.0,13.0,78.9,74.7,4.18,2.48,12.02,-5.98,6.04,
2009,Cincinnati,BE,8.72,108.7,100.0,63.5,8.11,106.8,98.7,Big East,1.3,4.5,18.0,14.0,68.3,66.3,2.0,6.77,2.92,4.91,7.83,-0.2780320366132722
2009,Iowa,B10,8.44,108.6,100.2,57.6,7.89,107.6,99.7,Big Ten,-4.7,8.4,15.0,17.0,60.2,59.6,0.59,6.84,-3.1,9.75,6.65,-0.1828947368421052
2009,Western Kentucky,SB,8.1,111.1,103.0,65.6,-0.6,102.2,102.8,Sun Belt,3.9,-0.4,25.0,9.0,72.2,67.0,5.18,-1.23,4.09,-0.41,3.68,0.2900219298245614
2009,George Mason,CAA,8.04,104.6,96.6,62.2,-0.25,102.7,102.9,CAA,-0.4,6.7,22.0,11.0,66.3,60.6,5.76,-1.98,-2.44,6.22,3.78,0.4583333333333334
2009,Oral Roberts,Sum,7.85,103.0,95.2,67.6,1.78,105.2,103.4,Summit,2.5,1.9,16.0,15.0,70.8,66.4,4.39,-0.05,2.43,1.25,3.68,0.1986842105263158
2009,Miami OH,MAC,7.38,103.5,96.2,60.4,2.44,102.5,100.0,MAC,-2.9,8.2,17.0,13.0,61.6,58.9,2.7,0.46,-4.92,8.08,3.16,0.018796992481203
2009,Mississippi,SEC,7.19,111.4,104.2,66.3,6.06,105.4,99.3,SEC,6.0,-1.5,16.0,15.0,72.7,72.3,0.42,5.41,6.99,-1.16,5.82,-0.2467105263157895
2009,Old Dominion,CAA,7.02,105.0,98.0,62.2,-2.52,101.4,103.9,CAA,-1.3,6.4,25.0,10.0,66.7,60.3,6.37,-2.23,-2.99,5.85,2.86,-0.0999999999999999
2009,Texas Tech,B12,7.01,109.3,102.3,71.4,10.65,109.2,98.6,Big 12,8.8,-5.7,14.0,19.0,77.7,79.0,-1.33,8.04,9.94,-4.89,5.04,0.1548582995951417
2009,Akron,MAC,6.9,102.9,96.0,64.8,-1.6,100.9,102.5,MAC,0.4,5.4,23.0,13.0,66.8,60.3,6.44,-2.01,-1.16,4.52,3.37,-0.2355263157894736
2009,Wright St.,Horz,6.9,100.7,93.8,61.6,1.26,103.0,101.7,Horizon,-4.7,8.8,20.0,13.0,60.5,57.5,2.97,0.23,-6.25,9.45,3.2,0.1677631578947369
2009,Northeastern,CAA,6.84,106.4,99.6,59.7,2.28,103.4,101.1,CAA,-2.7,7.6,19.0,13.0,62.5,60.4,2.16,-0.24,-4.81,6.72,1.91,-0.1611842105263157
2009,Georgia Tech,ACC,6.73,100.4,93.7,70.5,7.67,107.3,99.6,ACC,3.7,1.4,12.0,19.0,71.2,71.5,-0.26,7.32,4.42,1.14,5.56,0.170641447368421
2009,Saint Joseph's,A10,6.71,105.7,99.0,63.9,3.0,104.2,101.2,A 10,2.1,3.0,17.0,15.0,68.3,66.3,2.0,2.21,0.77,3.44,4.21,-0.1439144736842105
2009,Alabama,SEC,6.63,105.9,99.3,67.5,4.06,105.2,101.2,SEC,3.7,0.2,18.0,14.0,73.4,70.4,2.97,3.99,4.62,0.87,5.49,-0.126731301939058
2009,Stephen F. Austin,Slnd,6.52,97.0,90.4,62.4,-1.98,101.9,103.9,WAC,-5.4,10.8,24.0,8.0,65.6,56.1,9.5,-3.21,-8.35,9.45,1.1,0.1026315789473684
2009,Oakland,Sum,6.36,114.2,107.8,64.8,0.27,104.1,103.8,Summit,6.0,-2.9,23.0,13.0,75.0,70.7,4.25,-1.6,5.81,-4.01,1.8,0.1973684210526316
2009,Nevada,WAC,6.07,105.8,99.8,66.3,1.04,104.2,103.2,WAC,1.6,0.8,21.0,13.0,70.6,66.1,4.44,1.4,2.3,1.98,4.28,0.0542763157894737
2009,Virginia,ACC,5.77,103.5,97.8,67.2,9.75,108.4,98.6,ACC,3.0,1.9,10.0,18.0,70.0,72.5,-2.46,8.34,3.31,2.56,5.87,-0.4263157894736841
2009,East Tennessee St.,ASun,5.67,106.4,100.7,69.6,-4.73,100.2,105.0,ASUN,5.7,-2.0,23.0,11.0,78.1,70.1,8.06,-1.87,6.16,-2.95,3.21,-0.067251461988304
2009,La Salle,A10,5.35,105.9,100.5,66.7,1.08,103.0,101.9,A 10,3.8,-0.4,18.0,13.0,71.2,68.9,2.32,1.12,3.77,-0.32,3.45,0.2171052631578947
2009,Cornell,Ivy,5.23,108.5,103.3,65.4,-5.58,99.0,104.6,Ivy,4.8,0.6,21.0,10.0,73.6,64.7,8.84,-4.01,3.6,-0.9,2.71,0.2927631578947369
2009,Cal St. Northridge,BW,5.18,102.2,97.0,71.8,0.26,104.0,103.7,Big West,4.3,-2.4,17.0,14.0,73.6,70.3,3.35,-0.14,6.41,-3.76,2.65,-0.1677631578947368
2009,Portland,WCC,5.01,107.3,102.3,64.6,0.27,103.0,102.8,WCC,1.9,0.3,19.0,13.0,70.3,67.3,2.97,-0.05,2.15,0.73,2.89,-0.1578947368421052
2009,Pacific,BW,4.92,108.8,103.9,58.5,-1.91,102.4,104.3,Big West,-2.7,4.6,21.0,13.0,66.3,62.4,3.94,-1.59,-3.64,5.86,2.22,0.0434210526315789
2009,Oregon St.,P10,4.91,106.1,101.2,57.4,9.11,108.3,99.2,Pac-12,-5.4,6.4,18.0,18.0,60.8,63.3,-2.5,7.55,-4.89,9.14,4.25,-0.2675438596491227
2009,American,Pat,4.7,105.3,100.6,60.7,-6.34,97.6,104.0,Patriot,-2.3,5.8,24.0,8.0,64.5,59.1,5.44,-5.49,-4.88,4.83,-0.05,-0.1140350877192982
2009,Iowa St.,B12,4.6,102.5,97.9,63.7,5.5,106.3,100.8,Big 12,-2.7,4.0,15.0,17.0,64.9,65.6,-0.69,5.68,-1.91,5.39,3.48,-0.0864661654135337
2009,Richmond,A10,4.43,106.8,102.4,63.9,1.08,103.7,102.6,A 10,0.8,1.5,20.0,16.0,69.9,67.5,2.42,1.08,0.62,1.98,2.61,0.3538011695906433
2009,Belmont,ASun,4.25,106.6,102.4,69.1,-3.83,101.3,105.2,ASUN,6.0,-2.4,20.0,13.0,76.6,70.7,5.88,-1.37,4.99,-4.6,0.39,-0.1307565789473684
2009,Weber St.,BSky,4.2,103.2,99.0,67.0,-1.93,103.1,105.0,Big Sky,0.6,-0.7,21.0,10.0,70.2,66.3,3.87,-2.39,1.24,-0.13,1.11,0.1644736842105263
2009,Tennessee Martin,OVC,4.2,108.5,104.3,68.3,-5.21,101.2,106.4,OVC,7.1,-2.8,22.0,10.0,78.8,70.1,8.78,-4.9,5.37,-5.31,0.06,
2009,Portland St.,BSky,4.04,109.2,105.1,64.8,-3.32,101.5,104.8,Big Sky,4.9,-1.9,23.0,10.0,73.2,68.5,4.7,-3.16,3.32,-2.18,1.14,-0.1249999999999999
2009,Buffalo,MAC,3.96,102.6,98.6,64.6,0.07,101.5,101.4,MAC,-1.4,4.0,21.0,12.0,65.3,63.0,2.33,-0.9,-1.89,3.33,1.44,0.0180921052631579
2009,Bradley,MVC,3.95,104.9,101.0,64.7,1.45,104.2,102.8,MVC,0.3,1.2,21.0,15.0,67.1,66.3,0.78,1.95,0.85,1.63,2.48,0.1026315789473684
2009,St. John's,BE,3.88,102.7,98.8,65.4,6.51,106.3,99.8,Big East,-0.9,3.2,16.0,18.0,65.9,67.6,-1.65,6.83,-0.05,4.33,4.28,-0.3402255639097744
2009,Jacksonville,ASun,3.87,108.2,104.4,66.2,-3.19,100.5,103.7,ASUN,4.3,-1.1,18.0,14.0,73.8,69.1,4.78,-0.05,4.78,-3.16,1.62,-0.6973684210526315
2009,Sam Houston St.,Slnd,3.64,107.3,103.7,66.1,-1.21,102.3,103.5,WAC,2.8,-0.3,18.0,12.0,76.0,69.3,6.7,-2.59,3.42,-3.81,-0.39,-0.1249999999999999
2009,Kent St.,MAC,3.47,103.2,99.7,66.1,-1.0,100.9,101.9,MAC,2.0,0.8,19.0,15.0,68.9,64.7,4.24,-0.97,1.05,-0.39,0.66,0.1466165413533835
2009,New Mexico St.,WAC,3.31,109.4,106.0,69.1,0.85,103.6,102.7,WAC,6.0,-5.1,17.0,15.0,76.3,74.4,1.97,0.28,8.26,-6.01,2.25,-0.1920230263157895
2009,TCU,MWC,3.23,103.5,100.3,62.8,5.35,105.5,100.1,Mountain West,-2.6,3.5,14.0,17.0,63.8,64.1,-0.32,3.96,-2.19,4.42,2.23,-0.6394736842105264
2009,Arkansas,SEC,3.2,105.1,101.9,68.6,3.85,105.1,101.2,SEC,4.3,-2.0,14.0,16.0,74.6,73.8,0.83,3.89,5.98,-2.2,3.79,0.2691647597254004
2009,Evansville,MVC,3.1,102.7,99.6,66.5,1.36,103.6,102.2,MVC,0.1,2.0,17.0,14.0,67.1,65.7,1.39,2.29,0.03,1.85,1.87,-0.2828947368421052
2009,Illinois Chicago,Horz,3.01,105.6,102.6,65.1,1.33,102.6,101.3,Horizon,1.2,1.3,16.0,15.0,67.3,65.6,1.68,0.02,0.63,0.36,0.98,-0.3048245614035088
2009,Wyoming,MWC,2.98,107.0,104.0,69.5,3.71,105.2,101.5,Mountain West,4.2,-7.1,19.0,14.0,74.9,74.2,0.64,3.53,6.97,-6.31,0.67,0.1184210526315789
2009,Murray St.,OVC,2.76,103.1,100.3,62.4,-3.03,103.0,106.0,MVC,-1.1,4.4,19.0,12.0,68.4,63.2,5.16,-3.95,-4.13,4.04,-0.09,-0.0341282894736841
2009,Drexel,CAA,2.65,98.6,95.9,63.0,-0.14,102.4,102.5,CAA,-5.0,6.2,15.0,14.0,61.7,61.2,0.48,-1.28,-6.54,5.74,-0.8,-0.0184210526315789
2009,James Madison,CAA,2.42,105.8,103.3,65.9,-1.83,101.6,103.4,CAA,2.1,-1.2,21.0,15.0,70.6,68.5,2.08,-2.91,0.57,-1.71,-1.14,0.4177631578947369
2009,Wichita St.,MVC,2.39,102.8,100.4,62.3,2.35,104.2,101.8,MVC,-4.0,4.9,17.0,17.0,62.9,62.5,0.41,2.08,-3.87,5.92,2.05,0.0741626794258373
2009,UCF,CUSA,2.32,105.9,103.6,65.9,1.06,104.5,103.4,C-USA,3.0,-0.9,17.0,14.0,71.7,69.9,1.81,1.26,2.33,-0.6,1.73,0.031578947368421
2009,South Florida,BE,2.3,101.5,99.2,60.9,10.3,107.7,97.4,Big East,-4.8,5.3,9.0,22.0,59.0,64.6,-5.55,8.18,-5.1,7.73,2.63,0.2543859649122807
2009,Santa Clara,WCC,2.25,101.6,99.3,63.7,1.1,103.8,102.7,WCC,-2.4,2.3,16.0,17.0,65.6,64.2,1.36,0.41,-2.87,2.32,-0.55,0.1759868421052632
2009,Massachusetts,A10,2.22,105.1,102.9,68.4,4.83,105.7,100.9,A 10,3.8,-2.6,12.0,18.0,71.5,73.7,-2.17,3.54,3.93,-3.29,0.64,-0.3675986842105262
2009,UT Arlington,Slnd,2.05,109.4,107.4,69.0,-1.58,102.0,103.6,WAC,6.0,-5.5,16.0,14.0,78.0,74.1,3.93,-3.37,6.16,-8.53,-2.37,-0.006578947368421
2009,Charlotte,A10,1.84,103.9,102.0,65.5,3.64,105.1,101.5,A 10,1.5,-0.3,11.0,20.0,68.7,70.4,-1.68,2.47,1.33,-0.53,0.79,-0.3269736842105263
2009,Drake,MVC,1.8,102.4,100.6,62.9,0.6,103.3,102.7,MVC,-1.7,3.5,17.0,16.0,64.5,62.5,1.97,1.41,-2.76,4.08,1.32,-0.4122807017543859
2009,Bowling Green,MAC,1.79,102.5,100.7,62.5,-1.76,100.3,102.1,MAC,-2.4,3.6,19.0,14.0,64.4,61.2,3.21,-1.75,-3.59,3.68,0.09,
2009,Saint Louis,A10,1.75,101.8,100.1,60.0,0.24,102.7,102.5,A 10,-5.2,5.8,18.0,14.0,61.8,60.8,1.03,0.99,-5.19,6.21,1.02,-0.1299342105263158
2009,Southern Miss,CUSA,1.58,106.7,105.1,62.4,4.27,105.2,100.9,C-USA,-0.3,2.1,15.0,17.0,66.8,66.7,0.09,3.81,-0.38,1.91,1.54,-0.4868421052631579
2009,Mount St. Mary's,NEC,1.54,101.4,99.9,63.9,-6.13,100.3,106.4,NEC,-1.7,3.7,19.0,14.0,67.9,63.0,4.91,-5.78,-3.71,2.24,-1.47,0.493421052631579
2009,Robert Morris,NEC,1.49,102.0,100.6,66.0,-7.27,99.3,106.5,NEC,1.2,1.5,24.0,11.0,70.5,65.4,5.11,-5.23,-0.32,-0.38,-0.7,0.1173245614035088
2009,Charleston,SC,1.4,110.0,108.6,66.2,-6.68,100.2,106.9,Southern,6.0,-3.8,27.0,9.0,77.3,72.7,4.58,-5.87,4.85,-6.18,-1.33,-0.4188596491228069
