Year,Team,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS
2012,IUPUI,107.668,110.47,0.427,12.0,30.0,49.0,53.1,35.1,38.7,17.7,19.8,34.0,35.0,66.0,47.4,52.6,35.2,36.3,7.3,6.1,45.4,54.0,28.6,28.7,65.515,76.264,78.815,1.771,11.994,77.1,72.6,1.068,1.1,15.162
2012,San Diego,102.425,105.102,0.426,11.0,29.0,50.9,51.9,35.2,36.1,19.9,20.8,25.7,33.5,66.9,48.8,49.6,36.6,37.8,8.7,11.0,56.5,56.3,33.3,31.9,65.308,75.517,81.171,1.096,10.046,66.1,71.0,0.989,1.058,15.838
2012,Coastal Carolina,102.436,105.197,0.424,15.0,27.0,51.5,47.0,31.4,33.7,20.5,17.0,34.1,31.5,65.8,51.7,43.6,33.8,35.7,9.7,6.4,47.1,48.0,25.5,34.8,63.891,76.661,80.702,2.208,10.983,68.3,70.8,1.046,1.017,9.323
2012,Florida Atlantic,101.295,104.033,0.424,10.0,29.0,46.7,48.3,28.9,43.2,18.5,21.0,32.7,34.8,64.4,44.9,46.4,33.3,36.3,10.9,12.7,52.6,45.1,35.2,23.6,63.694,74.407,78.086,1.883,15.599,66.0,73.4,0.98,1.03,19.321
2012,Charleston Southern,103.0,105.85,0.422,16.0,28.0,50.5,53.1,35.3,34.5,18.6,22.4,33.1,30.7,70.9,47.4,52.3,37.2,36.4,7.1,9.9,48.3,46.4,36.8,34.8,69.325,74.362,77.282,1.071,3.75,69.8,68.3,1.058,1.028,13.346
2012,Ball St.,100.408,103.187,0.422,14.0,29.0,48.4,47.8,39.7,33.3,20.9,22.0,33.6,33.0,62.6,47.4,44.4,33.3,35.9,7.8,10.0,62.1,57.7,37.7,36.1,62.028,75.679,78.785,1.755,4.28,68.7,69.9,1.006,0.982,10.887
2012,Louisiana,94.14,96.907,0.417,15.0,31.0,47.2,45.2,42.6,40.5,23.0,19.4,32.8,31.0,69.9,46.7,42.9,32.3,34.1,11.3,9.7,48.2,41.5,29.4,27.3,68.741,76.463,79.188,1.838,8.839,62.5,68.7,0.945,0.959,12.888
2012,Florida Gulf Coast,104.239,107.337,0.417,14.0,31.0,52.3,50.3,34.2,38.5,21.5,20.6,33.8,36.2,68.3,50.1,48.0,37.3,36.0,11.1,9.6,52.3,62.4,37.2,38.6,66.432,77.003,79.936,0.966,6.653,67.1,65.3,1.043,1.05,15.821
2012,Albany,108.221,111.458,0.416,19.0,34.0,51.1,52.3,36.7,28.0,19.1,19.7,35.1,32.4,65.7,49.1,50.5,36.4,37.2,7.5,8.8,50.4,54.2,35.6,34.0,64.99,76.375,79.645,1.654,0.2,75.5,66.1,1.093,1.048,10.354
2012,Tennessee Tech,102.238,105.346,0.415,17.0,31.0,50.8,51.0,42.8,38.0,22.0,21.4,33.9,32.1,68.0,49.6,49.1,36.0,36.8,6.3,7.5,54.3,53.4,29.0,32.0,67.5,76.536,79.906,2.447,28.123,72.0,72.8,1.03,1.041,13.608
2012,SMU,96.937,99.916,0.414,11.0,30.0,49.4,50.3,35.8,36.8,20.8,23.1,24.2,33.0,59.9,48.4,52.0,33.7,32.0,8.0,9.8,58.9,55.3,47.2,41.5,59.29,76.037,78.82,1.455,25.953,67.6,69.0,0.96,1.002,16.083
2012,Wofford,101.535,104.699,0.413,17.0,31.0,49.6,49.3,27.9,32.5,18.4,17.4,31.6,27.4,62.0,49.5,48.1,33.2,34.5,6.5,8.0,59.1,47.7,37.7,32.7,60.863,76.71,79.576,1.759,1.944,65.2,69.3,1.018,1.015,12.563
2012,Boston University,98.383,101.46,0.412,16.0,32.0,48.1,47.3,34.0,31.5,21.0,20.1,32.1,32.2,64.4,48.3,46.2,31.9,32.8,8.7,9.5,51.4,55.2,36.9,35.4,63.614,75.988,78.747,1.828,7.51,67.4,69.8,0.988,0.983,13.41
2012,Arkansas St.,102.582,105.915,0.409,13.0,33.0,47.8,51.2,41.2,27.8,21.3,20.0,34.1,30.7,63.7,44.6,47.8,37.7,39.7,6.1,10.5,43.7,48.5,26.9,29.1,61.871,75.911,79.108,1.702,14.595,66.9,68.7,0.987,1.029,18.249
2012,Rhode Island,103.167,106.665,0.405,7.0,31.0,44.5,53.6,34.3,35.7,20.9,19.0,39.0,31.4,67.9,45.7,53.8,27.8,35.5,10.4,8.8,46.0,59.8,31.4,34.3,66.665,77.221,80.662,1.164,31.82,69.0,70.7,0.986,1.085,20.602
2012,Portland St.,107.102,110.875,0.402,15.0,30.0,53.1,51.4,45.2,30.1,20.2,16.0,32.4,31.5,68.1,53.2,51.2,35.2,34.5,7.0,7.1,43.3,50.9,30.3,31.1,66.149,74.954,78.31,2.194,12.268,73.8,73.5,1.089,1.089,12.43
2012,Holy Cross,98.841,102.446,0.398,15.0,30.0,47.5,48.0,32.4,31.1,20.6,17.3,29.4,30.4,66.2,46.3,49.1,33.5,30.7,11.6,9.0,55.0,56.3,31.4,34.8,65.605,75.838,80.108,1.655,4.74,71.9,72.0,0.969,1.02,12.662
2012,Jacksonville St.,98.451,102.088,0.397,13.0,30.0,45.8,47.6,40.5,49.9,19.8,22.8,33.6,32.8,64.1,48.5,47.5,26.4,31.9,10.5,9.9,53.1,57.9,30.7,25.9,63.349,75.331,77.729,1.432,0.2,67.1,70.6,0.984,0.978,11.112
2012,Central Connecticut,99.768,103.514,0.396,13.0,29.0,47.8,51.0,32.4,33.7,20.9,24.4,33.3,36.6,68.9,46.1,50.0,34.4,35.3,9.3,9.1,54.8,55.9,31.0,31.8,66.861,75.412,77.732,1.517,4.428,75.9,68.5,1.002,1.006,13.818
2012,Seattle,99.033,102.762,0.395,10.0,25.0,48.5,49.9,25.7,44.3,19.9,20.1,33.7,29.6,75.0,48.2,47.8,32.6,35.8,8.3,8.3,48.0,50.9,33.4,36.4,74.146,76.078,79.095,2.087,0.341,69.0,67.9,1.006,1.014,11.69
2012,Hofstra,99.174,103.073,0.391,10.0,32.0,44.9,51.4,43.1,39.6,20.6,23.0,33.5,31.7,66.9,43.0,50.9,33.3,35.0,7.5,11.1,55.6,63.0,26.9,32.3,65.498,76.043,78.717,2.112,4.083,71.8,69.4,0.977,1.005,14.768
2012,Cornell,97.445,101.535,0.384,11.0,27.0,47.3,48.0,32.0,41.5,19.6,22.3,25.3,31.6,67.4,45.1,48.7,33.7,31.3,8.9,10.3,58.9,58.3,40.9,37.6,67.79,76.222,79.15,1.689,1.175,68.9,73.6,0.947,0.992,17.034
2012,Hawaii,102.98,107.478,0.38,14.0,30.0,50.5,48.9,43.5,35.6,21.4,17.4,34.1,34.1,70.6,50.8,47.4,33.0,34.6,7.7,8.3,57.5,56.1,27.6,32.1,69.623,76.862,80.705,1.824,12.412,66.9,71.0,1.024,1.056,13.005
2012,Southern Illinois,99.019,103.384,0.378,8.0,30.0,45.6,52.5,35.8,53.1,20.9,22.0,32.5,31.1,65.7,46.6,49.6,28.6,39.8,9.2,6.9,51.8,50.5,28.4,28.6,64.864,75.845,79.477,1.556,22.347,64.2,70.7,0.946,1.046,20.911
2012,Cal St. Bakersfield,101.655,106.406,0.372,15.0,30.0,50.9,53.1,34.3,49.5,22.2,22.9,34.7,32.8,66.5,49.4,54.0,36.2,34.3,10.8,7.1,57.0,59.1,31.9,36.2,65.191,76.01,79.393,2.055,4.423,68.6,72.6,1.022,1.056,11.488
2012,Rider,103.437,108.276,0.371,13.0,32.0,52.2,50.6,40.9,33.4,21.7,18.4,28.2,34.9,68.8,49.5,48.5,37.7,35.8,10.8,7.8,57.5,61.5,38.1,39.1,67.765,77.528,79.793,1.79,13.488,71.9,68.7,1.029,1.072,14.501
2012,Eastern Washington,100.574,105.29,0.371,13.0,30.0,47.4,50.9,35.4,59.0,17.2,22.3,31.1,32.2,69.2,43.9,48.6,35.0,36.8,10.3,12.4,49.0,58.7,41.2,33.9,67.45,75.797,79.605,2.37,6.911,70.7,69.3,1.026,1.035,15.203
2012,South Alabama,100.434,105.215,0.369,16.0,28.0,46.8,47.3,37.7,31.3,24.2,18.8,42.6,33.2,65.6,45.4,45.0,34.0,34.5,12.8,12.8,47.5,55.0,25.2,34.7,64.532,75.723,77.732,1.593,18.525,69.4,70.7,1.0,1.012,13.794
2012,Lipscomb,100.117,104.898,0.369,12.0,30.0,49.4,51.4,33.8,31.3,20.7,20.5,30.9,35.2,70.5,46.1,51.8,36.9,33.8,7.0,11.6,54.6,51.7,34.7,36.3,68.698,75.672,77.934,1.277,1.458,63.4,67.4,0.997,1.045,18.41
2012,North Carolina Central,96.772,101.682,0.361,13.0,28.0,50.0,47.6,45.7,41.8,23.4,24.0,29.4,35.0,66.8,49.7,47.8,33.6,31.5,10.3,8.3,55.6,47.9,32.9,33.2,65.189,76.383,78.476,2.106,19.724,70.1,70.8,0.983,0.97,12.726
2012,Boston College,96.728,101.701,0.36,9.0,31.0,48.1,49.5,33.7,28.4,22.3,18.0,22.4,32.7,64.8,46.0,48.1,33.9,34.9,7.6,12.3,56.9,52.9,43.0,34.0,64.139,76.729,81.092,0.606,39.175,67.3,72.1,0.902,1.046,23.357
2012,Arizona St.,100.032,105.303,0.357,10.0,31.0,51.7,49.6,41.3,38.3,25.7,17.8,29.6,30.1,63.4,50.2,46.6,36.4,36.8,11.7,8.5,57.6,60.1,34.5,35.3,62.625,78.382,81.422,1.356,43.465,67.7,71.1,0.963,1.047,20.435
2012,Morehead St.,98.587,103.798,0.356,15.0,30.0,50.0,52.8,37.4,42.4,24.5,24.5,34.8,31.2,61.0,48.1,53.0,35.6,35.0,4.7,9.9,55.2,70.4,37.0,42.5,59.997,75.057,78.193,1.767,8.183,74.7,69.5,0.998,1.017,11.96
2012,Wright St.,94.492,99.497,0.356,12.0,31.0,45.7,52.3,37.4,45.6,21.8,25.5,25.0,30.0,62.4,42.6,54.0,34.3,33.3,6.0,11.8,49.8,58.7,35.1,40.9,62.454,76.263,79.878,1.282,17.284,69.9,68.1,0.911,0.979,17.095
2012,Sacred Heart,102.044,107.532,0.354,14.0,32.0,51.9,50.7,34.9,35.0,22.1,20.1,31.3,32.7,68.3,50.2,49.1,36.9,35.8,8.6,7.5,55.3,52.8,31.9,35.9,66.509,75.598,78.704,1.412,0.2,74.5,69.9,1.026,1.045,10.037
2012,Western Carolina,101.481,107.001,0.352,15.0,33.0,47.6,52.0,31.6,43.3,19.6,21.2,33.7,34.2,66.8,44.7,50.9,35.3,36.2,8.0,9.6,42.6,52.3,35.9,33.3,65.4,75.527,78.24,1.526,4.506,68.4,67.1,1.006,1.052,13.588
2012,Furman,98.352,103.712,0.352,13.0,29.0,47.6,48.5,37.9,39.3,21.7,19.0,33.3,31.3,64.4,45.4,49.3,34.0,31.0,9.0,8.1,48.6,51.5,37.5,31.2,63.648,76.975,80.269,1.81,16.72,71.3,71.2,0.988,1.021,11.135
2012,UNC Wilmington,100.359,105.83,0.352,10.0,30.0,46.6,48.8,33.6,37.3,20.7,16.7,34.0,33.3,66.6,45.4,50.0,32.9,30.8,10.3,8.4,50.7,51.4,30.9,32.9,65.833,76.28,79.596,0.885,3.561,68.6,67.7,0.98,1.061,16.947
2012,Northwestern St.,96.761,102.106,0.35,13.0,29.0,47.2,47.7,42.4,39.1,20.5,22.7,31.9,39.6,70.5,47.5,47.0,31.1,33.0,14.5,8.6,52.1,50.9,33.8,26.2,69.046,76.152,79.519,1.898,0.446,60.9,61.9,0.965,0.995,14.362
2012,Stetson,101.556,107.173,0.35,8.0,28.0,50.9,51.8,34.3,32.6,24.3,19.0,33.0,34.5,72.2,50.5,51.3,34.3,35.4,6.4,8.3,58.6,53.7,39.7,30.5,70.454,77.067,79.377,1.813,9.696,69.0,66.2,0.983,1.076,18.516
2012,Texas Tech,94.989,100.254,0.35,8.0,31.0,48.6,48.0,40.1,47.9,26.0,19.1,26.8,33.0,65.4,46.8,46.7,35.7,33.6,8.6,9.2,53.6,52.6,27.1,33.8,64.059,75.653,79.968,0.953,29.475,70.2,72.2,0.906,1.039,27.176
2012,High Point,105.683,111.662,0.347,11.0,29.0,51.3,50.9,37.9,40.6,19.3,17.5,31.7,34.6,64.5,45.3,50.8,40.6,34.2,8.1,9.5,51.8,56.3,38.8,38.0,63.508,75.861,79.02,1.901,2.419,68.9,67.4,1.062,1.09,10.847
2012,Southeast Missouri St.,104.889,110.836,0.347,13.0,29.0,52.1,49.3,34.4,41.5,20.0,15.8,34.0,30.8,65.3,50.6,46.3,37.4,37.9,8.7,8.1,55.6,46.5,28.4,28.3,64.669,76.066,79.17,1.862,9.441,62.6,72.9,1.06,1.072,10.989
2012,Siena,97.204,102.748,0.346,14.0,31.0,46.7,47.2,34.2,25.1,21.3,17.8,33.2,32.2,65.9,47.0,42.7,30.7,36.7,9.1,9.4,54.5,59.2,28.1,36.2,64.452,75.711,79.555,1.706,16.528,68.0,72.2,0.962,1.004,11.313
2012,James Madison,101.942,107.807,0.345,12.0,32.0,49.2,49.3,31.4,42.4,19.4,20.3,29.1,36.5,66.2,45.5,47.0,36.7,36.3,6.8,10.7,57.4,53.9,38.1,30.7,65.39,76.599,79.727,1.742,3.126,66.6,68.7,0.991,1.047,14.819
2012,FIU,99.104,104.899,0.342,8.0,28.0,46.4,49.8,39.0,47.7,22.3,21.1,32.5,35.8,64.4,44.9,50.1,33.4,32.8,12.1,12.3,43.2,58.3,29.5,37.4,63.67,76.294,80.783,1.639,8.221,72.3,64.2,0.967,1.028,14.896
2012,Southern Utah,98.096,104.099,0.336,12.0,29.0,49.8,52.0,37.1,46.8,20.9,19.3,31.6,28.9,64.1,50.7,51.2,30.4,35.8,6.8,5.8,59.0,47.0,17.6,32.6,62.858,76.522,78.958,2.303,0.215,73.9,68.3,1.009,1.055,12.661
2012,Austin Peay,100.853,107.036,0.335,11.0,31.0,48.2,52.8,41.3,35.4,21.2,21.5,34.3,36.1,68.4,48.6,51.1,31.3,37.8,9.1,7.5,48.7,51.9,24.2,31.0,67.787,76.597,79.145,2.172,4.68,66.8,68.5,1.003,1.064,17.961
2012,USC,89.873,95.384,0.335,6.0,32.0,42.6,48.5,26.9,33.2,17.4,24.5,23.7,35.7,60.9,43.3,47.4,27.1,34.1,5.9,8.0,47.5,52.3,28.3,29.7,59.956,76.061,80.914,1.086,40.307,61.0,72.1,0.857,0.973,24.975
2012,Elon,98.441,104.515,0.334,13.0,29.0,47.5,48.6,32.6,34.1,19.5,17.8,27.3,32.4,70.0,45.1,48.2,34.5,33.0,6.1,8.6,52.1,47.2,36.0,32.5,68.452,77.227,80.396,1.241,6.008,67.7,65.5,0.962,1.024,14.891
2012,Utah Valley,98.388,104.47,0.334,16.0,29.0,46.1,47.6,35.2,30.3,19.1,17.5,34.2,28.4,67.1,45.7,48.6,31.4,30.4,9.3,10.2,51.7,49.9,30.5,33.8,64.946,76.141,79.119,2.124,0.2,70.9,69.6,1.001,0.992,9.838
2012,McNeese St.,100.711,106.939,0.334,14.0,30.0,46.3,49.0,34.2,39.6,18.3,19.6,32.3,31.5,66.2,45.7,48.2,32.0,33.9,9.3,8.4,44.1,53.0,28.9,30.9,63.866,76.374,78.953,1.899,0.2,68.4,70.3,0.988,1.025,12.345
2012,Lafayette,105.56,112.346,0.328,13.0,31.0,52.4,53.0,34.3,37.9,19.0,18.3,23.8,32.9,66.5,48.1,50.9,38.5,38.4,7.0,9.7,53.3,48.9,44.5,32.2,65.341,77.134,80.271,1.986,0.457,76.3,71.5,1.048,1.096,14.269
2012,Jacksonville,99.401,105.856,0.327,8.0,30.0,46.3,52.3,35.0,54.1,22.2,21.0,36.3,35.0,66.8,45.7,51.8,31.9,35.6,9.9,9.2,51.4,54.9,28.1,31.2,65.739,74.327,77.694,1.909,14.811,65.7,67.8,0.965,1.075,20.787
2012,Morgan St.,99.31,106.206,0.316,9.0,29.0,47.6,48.2,41.0,39.2,22.9,20.9,34.9,37.0,67.5,48.2,46.8,30.7,34.1,11.8,10.0,50.4,51.8,30.0,32.5,65.787,77.733,81.935,1.966,6.04,67.6,68.1,0.98,1.022,11.974
2012,Marist,98.897,106.002,0.31,14.0,32.0,47.4,51.5,42.3,26.7,21.7,19.4,31.1,32.8,68.8,44.5,50.0,35.7,36.8,10.3,11.2,53.4,52.1,32.8,29.0,67.583,75.641,79.512,0.872,0.618,72.3,71.2,0.98,1.051,13.766
2012,Campbell,102.252,109.61,0.31,16.0,31.0,52.9,49.3,44.0,43.0,20.7,17.3,31.5,32.1,69.5,51.9,49.6,37.1,32.6,14.1,7.4,58.0,58.4,25.7,36.4,67.662,76.344,78.966,1.496,7.02,66.4,70.6,1.049,1.067,11.339
2012,North Dakota,96.252,103.235,0.309,13.0,28.0,49.8,49.1,37.7,36.6,21.6,19.7,28.0,30.1,67.8,49.3,46.1,33.9,37.0,11.0,9.6,53.4,52.4,36.4,31.3,66.66,75.822,79.86,1.379,0.2,61.5,68.5,0.967,1.002,12.125
2012,Presbyterian,102.129,109.563,0.308,13.0,28.0,51.7,51.8,39.4,31.7,20.9,17.0,30.2,30.9,61.4,52.1,51.2,34.0,35.6,4.6,8.6,47.4,38.3,34.4,27.6,60.127,75.819,79.817,2.008,0.2,71.1,70.3,1.033,1.067,11.403
2012,Niagara,102.706,110.41,0.303,14.0,33.0,46.9,53.0,37.0,50.7,18.5,23.3,33.6,35.8,68.4,45.5,52.3,32.6,36.1,8.9,8.7,50.1,63.2,39.3,40.6,67.082,75.757,78.329,0.543,2.316,70.1,74.8,1.021,1.076,14.122
2012,Northern Colorado,104.593,112.626,0.299,8.0,26.0,55.1,54.0,41.8,40.0,24.1,17.5,33.5,27.8,67.0,49.6,50.3,45.1,39.3,7.4,8.9,49.6,62.9,30.9,43.0,66.137,76.501,80.239,1.069,16.803,69.0,74.7,1.053,1.112,14.5
2012,Delaware St.,101.616,109.52,0.297,13.0,27.0,47.8,47.9,31.6,35.0,16.6,21.4,30.4,41.6,61.5,45.9,47.4,34.4,32.9,16.9,9.3,48.6,55.3,32.5,28.3,59.865,76.631,79.498,1.186,0.2,70.0,67.6,1.017,1.038,10.509
2012,Santa Clara,104.374,112.587,0.295,6.0,28.0,47.0,52.4,34.8,51.0,16.8,17.7,29.8,34.0,67.0,43.0,51.3,35.9,36.8,8.5,9.7,52.8,53.0,36.5,29.0,65.389,76.815,80.019,0.998,0.2,71.2,74.1,1.016,1.131,17.549
2012,Appalachian St.,99.964,107.868,0.294,11.0,29.0,50.1,48.8,38.4,39.7,21.1,16.2,30.4,32.5,67.0,49.3,49.2,34.4,31.9,9.0,7.5,49.9,49.5,35.3,28.2,65.272,76.845,79.475,1.77,11.898,65.9,66.7,1.0,1.054,12.656
2012,Winthrop,95.093,102.627,0.294,10.0,30.0,45.4,51.8,31.4,44.2,19.0,21.6,32.0,29.0,63.3,45.0,48.9,30.8,37.9,10.0,8.9,46.3,58.3,29.0,36.7,61.965,76.85,80.588,2.105,15.776,66.3,70.5,0.961,1.026,12.73
2012,Bethune Cookman,102.217,110.774,0.284,16.0,33.0,48.4,51.7,37.0,43.1,20.6,23.8,34.2,37.3,64.3,46.7,51.1,35.3,35.5,7.1,11.3,50.9,48.1,27.6,28.8,61.955,74.566,77.651,1.894,8.027,66.6,70.1,1.006,1.038,11.709
2012,Gardner Webb,95.611,103.659,0.283,10.0,30.0,45.8,49.4,35.1,41.4,21.1,19.6,34.6,30.3,65.7,46.1,49.6,30.2,32.7,6.2,9.5,47.2,57.2,34.4,32.3,63.878,75.214,79.145,1.405,0.2,66.6,66.3,0.966,1.013,11.323
2012,Troy,105.085,114.009,0.281,9.0,27.0,47.8,54.6,25.8,33.2,17.8,21.0,33.6,37.6,67.8,45.8,52.0,33.9,39.4,9.8,8.5,49.1,57.3,41.3,36.9,67.447,75.439,78.064,1.994,13.28,66.9,67.8,1.018,1.115,14.651
2012,Fordham,95.401,103.649,0.278,10.0,28.0,42.2,48.8,32.0,35.6,20.3,18.9,36.2,35.1,67.8,42.7,46.2,27.4,35.5,15.4,9.8,52.7,63.4,29.1,36.5,66.296,76.284,80.033,1.275,5.699,60.9,70.2,0.912,1.048,20.601
2012,VMI,101.981,110.896,0.276,14.0,30.0,50.6,54.0,39.1,36.8,18.2,20.8,26.8,36.4,73.6,53.2,54.8,31.6,34.8,8.1,7.9,47.3,54.4,44.3,28.9,72.965,76.295,78.1,1.859,0.2,72.6,69.1,1.037,1.095,11.466
2012,Pacific,98.046,106.832,0.272,9.0,28.0,46.5,51.1,35.0,34.5,18.8,20.4,29.5,34.9,62.8,45.7,49.0,31.9,36.0,5.8,11.0,58.0,57.5,38.5,42.6,61.603,76.324,79.524,1.593,4.512,69.7,71.9,0.98,1.066,12.44
2012,UC Irvine,96.805,105.483,0.271,10.0,29.0,48.3,47.9,32.0,36.8,21.1,18.2,30.0,33.2,69.5,45.1,44.0,35.7,37.1,10.4,8.8,63.8,55.4,37.9,33.3,68.642,76.102,79.288,1.249,5.067,63.9,71.9,0.966,1.035,15.317
2012,Bradley,93.837,102.306,0.27,7.0,32.0,44.4,51.4,36.3,32.3,20.3,19.2,26.3,31.5,67.3,44.2,50.0,30.0,36.1,8.2,7.1,49.9,62.4,29.2,33.5,67.852,77.249,80.116,1.589,23.384,68.2,67.5,0.907,1.047,22.116
2012,Georgia Southern,96.341,105.04,0.27,13.0,28.0,50.8,51.8,32.9,37.8,22.4,22.5,29.0,32.5,66.0,50.6,53.5,34.3,32.4,6.6,5.5,49.3,55.1,29.1,35.3,65.265,75.272,78.899,1.588,10.182,66.5,69.1,0.978,1.022,11.976
2012,Texas St.,99.598,108.8,0.266,9.0,26.0,49.2,51.5,32.6,44.9,19.5,23.0,30.0,36.2,73.8,46.2,50.7,36.4,35.6,7.2,9.3,52.1,55.7,36.8,29.2,71.597,76.59,79.694,1.947,10.135,70.2,67.4,1.002,1.047,9.633
2012,Mississippi Valley St.,96.007,105.092,0.261,21.0,34.0,46.3,49.6,35.0,42.1,20.6,23.5,33.3,32.3,70.0,44.9,45.8,32.4,38.1,7.0,11.3,55.5,53.2,38.4,33.0,69.025,75.778,79.08,2.515,5.127,64.4,65.4,0.97,0.975,15.741
2012,Samford,102.433,112.131,0.261,9.0,28.0,51.1,51.2,29.8,33.1,20.2,18.9,28.6,36.2,63.7,53.2,49.0,32.4,36.3,6.2,8.2,58.3,57.7,46.6,41.5,61.796,77.29,79.762,1.276,3.451,65.7,70.5,1.007,1.096,12.401
2012,UNC Greensboro,98.053,107.521,0.257,12.0,31.0,45.9,52.7,31.9,45.3,21.0,22.1,34.8,34.3,71.7,43.7,51.4,33.6,36.7,7.2,8.1,46.7,48.1,33.5,35.6,70.699,76.171,79.5,1.631,5.536,68.2,72.2,0.963,1.07,17.155
2012,Central Michigan,96.793,106.171,0.257,10.0,31.0,45.3,50.0,32.8,46.8,18.8,22.5,31.6,35.3,64.2,42.8,47.0,33.4,36.9,9.9,9.0,46.6,60.1,34.2,36.1,63.976,75.815,79.57,1.293,28.168,63.8,68.7,0.954,1.033,15.081
2012,Portland,98.56,108.253,0.254,6.0,30.0,47.4,52.3,34.0,45.6,22.9,16.8,31.5,32.8,68.2,47.2,51.0,31.9,36.7,7.4,10.4,50.8,56.0,29.8,31.7,66.996,76.704,80.019,0.903,11.214,71.5,70.0,0.946,1.117,22.659
2012,Liberty,100.944,111.002,0.251,11.0,29.0,48.0,52.2,34.2,31.2,17.9,17.0,31.9,31.9,65.7,48.1,52.5,31.6,34.5,6.0,7.4,53.0,52.2,21.9,34.4,64.412,76.565,79.131,1.947,9.275,72.6,69.3,1.019,1.093,9.11
2012,Chattanooga,97.189,106.884,0.251,8.0,29.0,46.3,50.0,37.4,30.2,19.7,17.4,31.2,29.1,68.9,45.3,49.8,32.0,33.5,3.3,10.5,58.0,59.8,38.9,48.9,67.454,76.658,79.066,2.206,22.417,68.6,65.3,0.979,1.028,15.069
2012,UMKC,99.879,109.94,0.249,10.0,30.0,51.4,52.6,29.6,40.6,20.3,18.9,25.8,34.7,64.2,47.7,52.6,37.7,35.1,5.8,12.4,54.8,53.6,42.3,27.3,63.083,75.684,78.997,1.731,0.2,69.4,72.4,0.997,1.101,16.107
2012,Eastern Michigan,90.608,99.755,0.249,13.0,31.0,42.5,47.7,35.7,39.4,22.9,23.3,31.6,36.7,59.5,40.7,47.7,30.8,31.9,10.5,9.6,53.7,67.8,32.2,39.9,59.174,76.506,80.807,2.195,10.031,69.0,66.5,0.883,0.987,15.932
2012,South Dakota,99.524,109.651,0.247,8.0,26.0,50.5,52.5,32.2,29.6,19.1,16.8,25.0,30.3,68.9,49.1,50.5,35.5,38.0,8.2,7.8,54.5,60.0,34.0,30.9,67.945,76.485,79.77,2.021,0.824,71.5,73.3,1.002,1.093,11.813
2012,Hampton,92.363,101.914,0.244,12.0,33.0,45.2,45.5,38.7,37.4,20.7,22.0,32.6,35.7,68.0,46.4,41.6,28.6,35.5,12.9,7.0,47.2,49.7,34.5,33.6,66.941,77.175,80.377,2.472,15.3,64.0,72.1,0.945,0.976,7.672
2012,UC Riverside,90.216,99.557,0.244,12.0,29.0,44.1,44.9,29.6,37.1,20.7,18.7,28.6,33.8,62.7,43.1,43.2,31.4,31.9,11.0,6.3,45.2,50.6,25.5,35.1,62.281,75.977,79.227,2.437,5.743,68.6,73.7,0.903,0.993,12.947
2012,Coppin St.,106.141,117.195,0.242,11.0,27.0,52.0,53.3,33.7,28.1,18.8,17.9,30.2,35.3,69.4,49.4,53.1,36.8,35.7,5.0,10.8,58.7,58.7,45.6,39.7,67.948,75.364,78.422,2.285,0.2,69.9,61.8,1.063,1.101,13.272
2012,Eastern Kentucky,100.195,110.651,0.242,14.0,30.0,49.4,51.8,31.5,42.6,17.3,20.4,27.6,34.1,62.8,50.1,53.3,32.2,32.5,5.5,9.7,49.8,57.0,39.8,33.0,61.726,75.684,78.503,1.89,1.638,73.7,68.9,1.023,1.062,9.656
2012,NJIT,98.189,108.591,0.239,11.0,28.0,47.3,49.7,30.7,44.8,18.7,20.4,28.7,33.1,67.0,44.4,49.1,34.5,33.9,8.0,11.5,50.5,55.6,39.4,36.0,63.852,74.211,76.622,2.018,0.2,70.6,69.1,0.981,1.037,10.48
2012,Maine,96.047,106.311,0.237,11.0,28.0,47.9,47.1,25.9,35.9,19.7,19.1,31.0,35.3,66.7,48.2,44.6,31.5,35.4,10.5,7.1,53.8,57.8,30.1,29.5,66.388,75.733,79.352,1.716,0.944,72.9,70.6,0.991,1.021,9.865
2012,Sacramento St.,98.966,109.825,0.232,8.0,26.0,50.6,51.9,37.6,40.3,20.8,17.7,30.1,29.6,66.0,49.7,50.4,35.1,36.6,5.9,9.0,58.6,59.5,30.6,34.1,64.64,76.638,79.048,1.786,0.826,68.9,70.1,1.014,1.074,9.298
2012,San Jose St.,98.817,109.697,0.231,8.0,30.0,45.1,51.5,32.4,33.2,16.5,18.3,29.5,34.4,65.6,42.6,50.8,32.7,35.1,3.3,9.4,57.3,60.1,38.9,36.2,64.179,76.027,79.715,1.805,9.503,74.6,71.4,0.987,1.087,12.926
2012,New Hampshire,92.12,102.279,0.231,12.0,28.0,46.4,45.5,33.9,40.9,20.1,19.7,28.3,30.2,64.8,43.3,46.2,33.9,29.2,6.3,9.6,46.5,41.9,40.3,26.8,64.195,76.575,79.464,2.007,0.2,61.9,71.5,0.931,0.969,7.64
