Year,Team,Conf_x,AdjEM,AdjO,AdjD,AdjT,SOSEM,SOSO,SOSD,BPI(O),BPI(D),Conf_y,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,PASE
2010,Morgan St.,MEAC,+1.58,105.5,104.0,68.6,-7.71,98.2,105.9,5.5,-3.3,MEAC,27.0,10.0,76.0,70.4,5.59,-6.15,4.37,-5.54,-1.18,104.364,104.258,0.503,27.0,37.0,47.5,46.5,43.9,43.2,19.0,20.2,39.7,34.7,70.0,46.5,45.7,33.2,32.5,9.6,9.5,48.0,47.7,27.6,25.9,68.538,76.468,79.726,1.776,0.2,70.0,67.5,1.072,0.993,12.854,-0.1025641025641025
2010,Stephen F. Austin,Slnd,+1.47,103.0,101.5,58.7,-7.80,98.5,106.3,-5.9,5.9,WAC,23.0,9.0,66.4,59.8,6.63,-6.9,-9.1,6.68,-2.42,102.226,99.997,0.563,20.0,29.0,48.9,48.5,35.2,41.4,19.8,22.8,36.7,30.0,61.6,47.5,47.6,35.8,33.7,5.5,9.9,55.6,47.7,22.9,30.4,58.946,75.219,79.066,2.003,0.2,70.5,69.1,1.042,0.963,9.581,0.1102564102564103
2010,Buffalo,MAC,+1.47,106.6,105.1,68.2,-0.92,101.2,102.1,3.6,-3.3,MAC,18.0,12.0,72.3,71.2,1.17,-2.27,3.41,-5.44,-2.03,106.269,106.441,0.495,17.0,29.0,49.3,51.9,36.2,38.1,20.3,21.6,34.5,31.3,68.6,48.1,49.3,34.3,38.2,8.6,8.2,59.5,48.4,34.4,32.0,67.963,76.266,79.492,2.467,3.05,72.0,69.8,1.036,1.032,13.877,0.0208333333333333
2010,Rutgers,BE,+1.37,103.4,102.0,67.5,+6.89,106.2,99.3,0.4,-0.7,Big East,15.0,17.0,67.5,71.7,-4.22,5.91,1.9,-0.61,1.29,103.836,102.859,0.527,14.0,31.0,48.1,48.0,34.4,30.2,21.2,17.8,33.5,38.4,68.0,47.4,47.1,32.9,33.5,16.2,8.6,56.5,51.4,34.5,29.4,66.868,77.686,81.028,1.465,67.689,66.2,67.2,0.987,1.054,27.951,-0.1452991452991452
2010,La Salle,A10,+1.18,106.2,105.1,67.3,+3.91,104.5,100.6,2.8,-3.1,A-10,12.0,18.0,70.4,73.1,-2.73,2.46,2.66,-2.94,-0.28,105.335,104.289,0.529,12.0,30.0,48.8,49.4,38.0,33.5,22.7,17.0,38.9,33.4,69.1,48.1,48.3,33.7,34.4,11.7,9.3,54.9,59.7,28.3,33.5,67.303,78.826,80.687,1.846,12.923,66.7,68.0,1.018,1.057,23.499,0.2128205128205127
2010,Team,Conf,AdjEM,AdjO,AdjD,AdjT,AdjEM,OppO,OppD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Boise St.,WAC,+0.94,102.2,101.3,69.5,-0.68,104.7,105.4,2.5,-3.0,WAC,15.0,17.0,74.1,72.8,1.22,0.68,3.31,-4.42,-1.11,101.996,100.933,0.53,14.0,31.0,50.7,51.1,29.8,30.9,19.9,20.3,33.0,31.2,71.4,51.2,49.4,33.2,36.8,8.8,6.7,57.3,49.3,29.1,29.5,69.836,77.308,80.545,2.387,2.868,67.6,67.9,1.028,1.019,15.5,-0.358058608058608
2010,George Mason,CAA,+0.91,102.8,101.9,64.6,+0.72,102.7,101.9,-0.8,1.3,CAA,17.0,15.0,67.0,67.5,-0.5,0.06,-1.56,1.12,-0.44,103.116,101.512,0.545,17.0,32.0,48.7,47.9,41.6,34.0,20.5,19.7,32.7,35.0,66.3,47.6,46.5,34.3,34.0,10.2,9.2,49.9,54.7,27.8,30.6,64.463,76.619,79.216,1.053,36.892,64.2,68.4,1.003,1.011,16.421,0.4615384615384615
2010,Campbell,ASun,+0.85,100.5,99.7,64.2,-5.22,99.9,105.1,-3.2,3.6,ASUN,19.0,11.0,68.6,63.3,5.23,-4.96,-5.1,1.97,-3.13,100.858,99.676,0.534,17.0,28.0,49.2,50.8,46.0,42.4,21.5,27.3,33.9,33.5,66.2,47.9,51.4,35.1,33.3,7.0,13.4,61.2,65.6,25.8,39.1,63.423,75.938,77.874,2.117,1.223,71.4,69.4,1.022,0.965,8.419,-0.0128205128205128
2010,Middle Tennessee,SB,+0.65,101.4,100.7,64.7,-4.83,100.6,105.4,-2.0,2.1,Sun Belt,19.0,14.0,69.2,64.7,4.45,-3.33,-4.78,2.79,-1.99,101.781,100.945,0.524,17.0,31.0,49.6,50.1,37.4,50.0,20.2,21.9,30.6,26.3,66.2,47.1,50.3,37.1,33.1,7.5,8.1,45.4,50.4,29.4,33.4,64.387,75.43,78.753,2.011,16.627,73.3,67.6,1.024,0.978,13.5,0.3128205128205129
2010,Fresno St.,WAC,+0.58,100.1,99.5,65.4,+1.36,104.4,103.0,-2.2,2.1,WAC,15.0,18.0,66.3,66.9,-0.58,1.31,-3.45,3.59,0.14,98.818,99.789,0.472,14.0,32.0,48.7,49.6,38.5,34.9,20.8,21.2,30.2,32.7,66.9,49.0,45.8,32.1,37.5,12.4,10.0,61.9,58.3,38.6,36.6,64.922,78.662,81.425,1.149,32.037,68.1,67.5,0.991,1.003,16.202,-0.1153846153846153
2010,UCF,CUSA,+0.33,102.6,102.3,63.4,+2.52,104.5,102.0,-1.1,1.1,CUSA,15.0,17.0,66.7,68.3,-1.59,2.19,-1.68,1.65,-0.03,103.016,102.517,0.514,14.0,31.0,49.2,50.2,38.1,41.4,21.8,21.2,33.6,35.0,65.2,48.6,48.8,33.5,35.1,8.7,9.9,61.9,55.2,31.1,35.7,63.594,76.127,80.332,0.919,34.076,68.5,68.0,1.002,1.036,21.951,0.0243589743589743
2010,Massachusetts,A10,+0.12,102.7,102.6,68.6,+6.34,106.5,100.2,2.3,-3.2,A-10,12.0,20.0,70.7,74.9,-4.19,3.4,2.22,-3.98,-1.76,102.352,103.49,0.468,11.0,31.0,45.5,49.9,33.7,38.5,19.7,17.4,36.9,32.7,70.2,45.7,47.1,30.0,37.2,9.6,12.5,46.9,61.8,38.2,32.1,68.374,76.938,80.191,1.333,34.935,66.9,66.9,0.989,1.062,25.956,-0.3597756410256409
2010,Loyola Marymount,WCC,-0.01,108.4,108.4,69.0,-0.34,102.5,102.8,5.7,-6.5,WCC,18.0,16.0,75.8,75.9,-0.09,1.32,6.19,-7.66,-1.47,108.129,107.49,0.517,17.0,33.0,50.4,49.6,39.8,41.0,18.3,18.8,34.0,35.3,70.2,48.1,46.2,37.8,38.4,9.9,8.0,51.7,52.5,26.7,29.9,68.809,76.652,79.436,1.072,26.736,69.5,73.1,1.065,1.075,17.427,0.7606837606837606
2010,Drake,MVC,-0.01,107.2,107.2,63.0,+2.43,104.2,101.8,0.6,-0.6,MVC,14.0,19.0,66.6,68.5,-1.88,3.34,-0.04,0.58,0.54,108.522,105.737,0.574,14.0,33.0,51.9,52.9,34.1,31.7,15.9,19.5,21.2,32.0,63.2,47.9,51.8,38.1,36.5,6.1,9.2,52.3,55.7,44.0,38.1,62.793,76.127,80.264,1.699,11.184,75.7,69.0,1.05,1.079,19.006,-0.4188034188034188
2010,DePaul,BE,-0.08,100.0,100.1,61.8,+8.58,107.3,98.7,-4.4,3.6,Big East,8.0,23.0,61.0,66.9,-5.87,7.58,-4.34,5.95,1.61,100.958,100.208,0.521,8.0,31.0,44.7,48.8,29.9,39.6,17.0,20.1,31.6,37.4,63.1,43.6,47.3,31.4,34.6,8.4,9.0,52.0,59.4,31.5,31.2,61.365,76.607,80.538,1.547,50.866,58.2,67.3,0.952,1.043,31.472,-0.0804843304843305
2010,Texas A&M Corpus Chris,Slnd,-0.09,99.4,99.5,64.7,-2.37,101.3,103.7,-2.1,2.1,Southland,17.0,15.0,68.3,66.2,2.03,-2.83,-3.99,1.94,-2.05,99.277,100.377,0.468,14.0,29.0,50.2,48.5,41.7,37.0,25.5,20.5,37.4,30.7,67.3,52.2,47.8,30.5,33.2,10.8,7.7,54.3,58.0,31.7,36.9,64.505,77.724,80.417,2.218,6.174,66.0,67.5,0.995,0.983,16.569,0.4423076923076923
2010,Lipscomb,ASun,-0.12,109.3,109.4,69.3,-5.80,99.0,104.8,7.3,-6.5,ASUN,17.0,13.0,79.1,75.2,3.93,-3.07,6.58,-8.65,-2.07,108.83,110.924,0.445,16.0,29.0,52.8,53.4,38.1,30.7,20.6,19.2,35.3,31.6,70.9,52.2,51.8,36.0,37.5,6.3,9.6,62.7,53.5,37.7,34.8,68.943,76.963,79.812,1.461,7.014,70.2,63.7,1.095,1.056,13.015,-0.1025641025641025
2010,Saint Joseph's,A10,-0.17,102.6,102.7,68.7,+6.55,106.0,99.5,2.5,-3.1,A-10,11.0,20.0,69.1,75.2,-6.1,3.97,2.16,-4.29,-2.13,101.735,102.074,0.49,11.0,31.0,46.6,50.2,38.7,32.0,18.4,20.3,26.5,37.5,70.7,47.5,50.2,30.0,33.4,8.6,10.9,55.5,57.1,35.9,33.5,69.103,76.089,80.299,1.599,44.188,71.0,71.0,0.969,1.055,26.142,-0.141826923076923
2010,Iowa,B10,-0.36,103.4,103.7,61.2,+7.92,106.4,98.5,-4.0,3.3,Big Ten,10.0,22.0,60.5,66.0,-5.47,8.09,-3.48,5.6,2.12,102.135,103.282,0.468,10.0,32.0,48.8,51.7,30.9,29.8,22.1,17.5,30.4,29.3,62.0,49.8,51.9,31.7,34.1,5.7,12.4,58.4,56.4,46.2,33.8,61.355,76.879,78.908,0.852,53.029,69.2,71.3,0.973,1.061,31.275,-0.1903846153846153
2010,North Texas,SB,-0.47,103.4,103.8,67.4,-5.87,99.9,105.7,2.1,-3.1,Sun Belt,24.0,9.0,73.8,69.8,4.06,-4.72,1.07,-3.56,-2.49,102.683,103.536,0.476,22.0,31.0,50.4,47.8,52.9,32.7,21.2,18.2,32.7,30.5,68.7,50.9,47.3,32.8,32.9,6.6,11.3,49.5,44.3,30.5,25.9,66.979,76.493,79.416,1.925,20.119,71.9,71.0,1.047,1.006,12.633,0.1121794871794872
2010,Saint Peter's,MAAC,-0.49,92.8,93.3,64.1,-3.38,100.6,104.0,-6.3,6.2,MAAC,16.0,14.0,62.1,60.3,1.83,-4.57,-9.03,6.3,-2.73,92.595,92.793,0.494,16.0,30.0,44.4,42.8,35.3,41.3,24.4,22.1,38.6,32.7,65.6,43.1,41.1,31.7,30.8,12.2,12.4,47.0,53.3,28.9,32.9,63.493,74.922,78.255,1.329,3.294,66.4,65.3,0.931,0.903,12.141,0.5368589743589743
2010,Seattle,ind,-0.58,100.6,101.2,77.7,-2.93,102.2,105.2,6.7,-8.4,Indep.,,,,,,,,,,99.453,100.82,0.461,17.0,31.0,48.5,51.4,43.9,51.6,22.1,23.6,36.6,28.4,79.9,48.0,52.1,33.3,32.9,4.6,8.0,42.7,53.8,24.8,28.5,78.341,75.496,79.708,1.97,0.2,64.6,72.3,1.001,1.0,13.634,
2010,Eastern Kentucky,OVC,-0.60,110.7,111.3,61.2,-6.28,99.7,106.0,1.9,0.4,ASUN,20.0,13.0,71.2,66.9,4.33,-5.16,-1.71,-0.36,-2.07,109.93,110.231,0.492,18.0,31.0,55.6,53.4,26.1,34.3,15.7,21.5,23.9,34.7,63.0,53.7,50.5,38.5,39.0,6.7,10.2,60.4,61.7,46.1,35.6,61.235,76.72,78.213,2.097,1.599,72.5,70.5,1.113,1.064,12.343,0.1923076923076923
2010,San Jose St.,WAC,-0.62,109.9,110.5,66.0,+1.93,104.9,102.9,3.3,-5.3,WAC,14.0,17.0,73.8,75.5,-1.71,0.83,3.4,-5.46,-2.06,109.697,111.431,0.455,13.0,30.0,51.4,51.8,38.3,32.4,18.3,15.0,33.9,36.2,67.3,47.9,50.0,39.9,37.1,6.0,6.0,51.8,59.1,29.3,32.2,65.353,77.195,79.616,2.279,16.01,72.7,63.2,1.085,1.124,17.095,-0.0128205128205128
2010,Troy,SB,-0.69,105.1,105.8,66.0,-1.33,103.2,104.5,3.0,-3.4,Sun Belt,20.0,13.0,74.8,72.1,2.7,-2.31,0.32,-3.36,-3.04,104.606,105.618,0.472,17.0,30.0,52.3,50.7,28.5,29.9,18.0,18.6,30.6,34.1,67.5,51.6,48.2,35.7,36.6,8.9,6.7,45.7,53.8,33.9,37.2,65.471,76.39,79.337,2.768,25.633,63.8,68.0,1.054,1.065,15.272,-0.1282051282051281
2010,TCU,MWC,-0.72,105.2,105.9,63.1,+4.86,105.1,100.2,-0.9,-1.3,Mountain West,13.0,19.0,67.8,70.9,-3.13,4.15,-0.25,0.0,-0.25,106.869,104.88,0.554,11.0,30.0,51.6,53.0,33.5,41.8,21.0,18.5,27.7,30.8,65.0,50.1,53.8,35.9,34.2,5.2,9.9,57.3,57.6,40.6,34.4,63.021,76.836,79.932,1.661,16.183,71.1,68.5,1.015,1.082,25.251,-0.4807692307692308
2010,Mount St. Mary's,NEC,-0.83,96.8,97.6,65.9,-6.81,98.6,105.4,-3.2,3.7,NEC,16.0,15.0,66.0,63.2,2.77,-6.28,-5.95,1.57,-4.38,96.788,98.152,0.46,16.0,31.0,47.6,45.1,40.2,31.7,19.8,22.8,30.8,34.3,67.1,45.4,44.8,35.0,30.6,11.3,7.5,49.3,50.6,30.9,27.8,65.493,75.91,78.973,2.137,7.194,63.7,68.6,0.975,0.934,13.229,0.4871794871794872
2010,Valparaiso,Horz,-0.92,110.7,111.6,67.0,+2.62,103.3,100.7,4.1,-6.1,Horizon,15.0,17.0,73.3,74.3,-1.06,0.34,4.98,-7.88,-2.9,110.306,111.486,0.469,12.0,29.0,52.8,52.5,36.3,48.4,19.8,19.5,31.0,35.2,67.9,51.7,50.8,36.4,37.4,5.7,10.2,56.9,56.5,38.3,33.5,67.073,75.759,78.395,1.364,16.004,72.1,71.1,1.065,1.113,20.709,0.0277777777777778
2010,Portland St.,BSky,-0.94,113.3,114.2,65.9,+1.08,104.2,103.1,6.6,-8.6,Big Sky,13.0,19.0,78.0,79.3,-1.25,-1.21,6.99,-10.48,-3.49,110.042,115.484,0.365,11.0,30.0,54.6,55.2,33.9,35.9,18.8,18.5,32.6,37.6,68.3,53.3,53.0,37.9,40.0,9.4,6.5,46.8,56.4,37.0,31.0,65.937,75.453,78.664,2.273,10.505,70.9,73.7,1.117,1.155,16.325,-0.1282051282051281
2010,Robert Morris,NEC,-0.97,99.9,100.8,66.1,-7.18,98.1,105.3,-0.9,0.7,NEC,23.0,12.0,68.5,65.9,2.66,-6.15,-2.58,-1.13,-3.71,100.344,101.39,0.47,23.0,35.0,48.9,46.9,46.0,47.8,21.9,23.1,34.6,32.5,67.6,46.7,46.0,36.1,32.1,7.2,9.0,53.1,57.0,29.2,38.2,65.725,75.785,79.428,1.814,7.912,66.6,71.9,1.01,0.971,11.706,0.108974358974359
2010,Lehigh,Pat,-0.97,105.6,106.6,68.9,-10.02,96.8,106.8,4.3,-4.8,Patriot,22.0,11.0,75.1,70.6,4.45,-7.79,3.85,-7.18,-3.33,105.767,106.335,0.485,22.0,33.0,51.4,48.7,43.1,30.9,18.4,19.4,29.8,29.5,70.0,47.8,47.0,39.9,34.7,6.7,8.7,58.8,57.3,29.7,34.9,69.081,76.36,79.488,1.651,10.619,71.8,70.8,1.065,1.002,9.933,0.2147435897435897
2010,Quinnipiac,NEC,-1.01,103.5,104.5,67.7,-11.77,95.0,106.8,2.3,-2.2,NEC,23.0,10.0,73.2,66.5,6.7,-9.37,-0.11,-3.4,-3.5,103.373,106.026,0.428,23.0,33.0,48.2,47.1,40.2,38.7,19.9,20.5,40.8,29.3,68.9,47.5,44.4,33.9,35.2,5.7,6.7,51.4,50.9,20.4,31.8,67.338,75.21,78.504,1.787,2.729,72.1,66.1,1.063,0.965,7.666,-0.1025641025641025
2010,Stony Brook,AE,-1.12,102.3,103.4,65.1,-7.82,97.8,105.6,-1.4,1.9,Am. East,22.0,10.0,68.9,64.0,4.94,-7.64,-3.11,-0.53,-3.64,102.784,102.742,0.501,21.0,31.0,48.3,48.5,37.5,33.0,19.2,20.8,32.6,28.8,66.7,45.9,45.9,35.8,35.1,5.7,9.0,48.3,51.2,30.8,38.3,65.245,76.0,78.795,1.524,4.423,69.6,66.2,1.024,0.964,9.596,-0.2435897435897435
2010,Eastern Michigan,MAC,-1.19,100.3,101.4,65.2,-3.23,100.5,103.8,-2.6,0.5,MAC,17.0,15.0,66.4,65.5,0.88,-3.59,-3.09,-0.37,-3.46,99.431,102.043,0.426,15.0,30.0,47.5,49.6,44.5,38.1,20.3,21.0,33.0,29.7,65.8,48.7,48.4,30.4,34.7,7.5,10.4,55.7,55.5,39.0,31.8,65.355,76.644,79.234,1.884,2.091,65.3,66.0,0.993,0.991,12.965,0.391025641025641
2010,Davidson,SC,-1.31,103.6,104.9,65.2,-0.44,103.3,103.8,1.0,-0.3,Southern,16.0,15.0,72.3,71.0,1.29,-1.26,0.46,-2.72,-2.26,103.052,105.166,0.442,14.0,29.0,50.0,50.6,34.8,38.3,20.0,17.6,32.5,27.4,66.9,47.4,47.8,35.7,37.7,9.0,9.2,60.4,45.9,42.9,31.9,65.469,77.685,80.757,1.578,16.942,67.7,71.5,1.03,1.045,16.14,-0.0396270396270396
2010,LSU,SEC,-1.42,99.7,101.2,61.2,+5.54,106.0,100.4,-4.7,4.6,SEC,11.0,20.0,61.5,66.4,-4.97,5.93,-5.56,6.53,0.97,99.361,99.143,0.506,11.0,31.0,44.1,49.1,32.0,36.8,19.9,19.2,35.3,33.5,64.0,44.5,47.6,28.7,34.6,10.7,10.1,51.0,45.3,28.5,35.1,61.635,76.914,80.192,1.322,59.786,69.6,66.5,0.956,1.034,27.132,0.1029202279202279
2010,Denver,SB,-1.43,106.2,107.7,58.5,-5.78,99.5,105.3,-4.2,3.4,Sun Belt,19.0,13.0,65.0,62.9,2.09,-4.89,-6.5,3.75,-2.76,106.47,106.88,0.489,19.0,32.0,57.9,50.7,44.8,59.7,19.6,21.2,18.8,31.3,60.3,56.8,48.6,39.5,37.9,9.2,10.9,67.5,39.8,45.2,24.8,58.364,77.058,79.167,1.329,5.576,71.4,70.4,1.077,1.043,9.121,
2010,Rider,MAAC,-1.45,103.1,104.6,67.1,+0.11,101.5,101.4,1.8,-3.0,MAAC,17.0,16.0,69.5,71.6,-2.03,-1.68,0.56,-4.27,-3.71,102.5,104.678,0.44,17.0,33.0,48.1,50.0,34.5,34.7,18.4,20.1,28.2,31.7,69.1,46.8,48.4,33.7,35.4,8.1,9.1,50.7,56.9,33.8,34.2,67.297,76.751,79.073,1.723,5.243,68.8,70.1,0.995,1.025,17.297,-0.0576923076923076
2010,Indiana,B10,-1.64,101.4,103.0,67.3,+8.25,106.8,98.6,0.5,-1.1,Big Ten,10.0,21.0,66.2,71.5,-5.23,9.37,1.56,-0.79,0.76,102.373,102.57,0.494,10.0,31.0,46.4,49.7,41.8,41.1,23.0,20.6,35.6,35.9,67.7,44.5,49.9,34.1,32.9,9.2,13.2,53.3,57.4,27.8,32.7,67.44,76.997,80.493,1.041,62.605,69.1,69.2,0.971,1.047,30.74,-0.0804843304843304
2010,Montana St.,BSky,-1.78,103.4,105.2,63.4,-1.33,104.2,105.5,-2.7,0.8,Big Sky,15.0,14.0,68.7,67.7,1.03,-2.45,-3.96,0.78,-3.18,102.594,106.724,0.388,13.0,27.0,50.9,49.6,38.1,38.1,17.9,19.9,27.6,34.6,64.9,48.6,47.9,36.4,35.2,8.0,9.1,52.8,51.5,37.8,34.6,63.295,76.814,79.678,2.701,0.2,68.5,73.5,1.04,1.056,12.36,-0.1410256410256409
2010,Central Michigan,MAC,-1.85,101.6,103.4,63.5,-2.24,100.4,102.6,-3.5,1.9,MAC,15.0,15.0,64.6,64.1,0.43,-3.58,-5.17,1.59,-3.58,102.425,103.181,0.479,14.0,29.0,48.0,47.9,38.2,54.9,22.1,23.4,35.5,32.5,64.2,42.8,46.2,37.4,34.3,8.9,10.2,49.5,50.3,39.0,31.8,63.093,75.125,78.613,2.329,7.093,66.6,73.2,0.996,0.996,14.468,0.0641025641025641
2010,The Citadel,SC,-1.96,100.3,102.3,59.4,-2.33,102.1,104.4,-7.6,6.6,Southern,16.0,16.0,60.9,59.8,1.13,-2.94,-9.22,5.78,-3.44,100.921,103.155,0.437,14.0,30.0,48.4,48.8,28.5,33.4,18.0,19.2,29.8,31.9,59.7,44.4,48.9,36.3,32.4,4.6,10.8,52.7,45.6,39.2,36.5,58.797,76.003,78.684,1.698,3.681,71.5,68.5,1.01,1.019,15.917,
2010,UTSA,Slnd,-2.10,103.9,106.0,62.9,-5.66,99.6,105.3,-0.6,0.4,American,19.0,11.0,70.7,66.1,4.6,-5.44,-3.31,0.41,-2.9,105.508,106.154,0.482,16.0,27.0,48.8,50.4,34.9,32.9,17.6,19.9,32.7,30.9,64.8,46.6,54.8,35.9,28.7,4.5,9.1,47.5,49.1,30.3,37.1,62.378,74.753,78.348,2.635,11.589,76.1,68.0,1.054,1.021,10.831,0.2019230769230769
2010,Manhattan,MAAC,-2.38,99.3,101.7,66.1,-1.18,101.0,102.2,-2.9,0.5,MAAC,11.0,20.0,65.5,67.2,-1.71,-2.97,-4.2,-0.48,-4.68,99.368,100.564,0.466,11.0,31.0,44.2,46.8,36.1,41.7,17.1,21.5,30.8,34.2,67.7,43.6,45.2,30.7,33.4,10.0,8.7,42.2,54.9,24.1,33.1,66.084,76.394,78.705,2.369,14.062,68.4,69.7,0.964,0.989,14.682,0.0474358974358974
2010,Bowling Green,MAC,-2.90,101.3,104.2,63.1,+0.77,102.9,102.2,-4.8,1.8,MAC,14.0,16.0,63.0,65.9,-2.9,-0.94,-5.91,1.21,-4.7,101.436,104.201,0.423,13.0,29.0,48.3,50.7,35.6,34.5,21.9,20.2,33.7,31.9,63.9,48.3,47.7,32.1,37.0,10.2,8.4,56.4,64.6,25.3,39.1,62.798,76.775,80.278,1.797,9.758,67.0,68.3,0.979,1.037,16.361,
2010,Team,Conf,AdjEM,AdjO,AdjD,AdjT,AdjEM,OppO,OppD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Canisius,MAAC,-2.93,100.1,103.1,65.6,-2.12,100.1,102.2,-1.1,-1.0,MAAC,15.0,17.0,66.4,67.5,-1.09,-4.09,-2.68,-2.5,-5.19,100.536,103.823,0.409,15.0,32.0,47.0,47.8,33.7,31.6,21.8,19.5,35.0,33.5,66.2,46.9,47.2,31.5,32.6,9.2,9.9,54.2,55.2,36.9,34.7,65.155,75.123,78.373,2.053,7.611,70.1,65.5,0.984,1.0,12.89,-0.2435897435897435
2010,Arkansas St.,SB,-2.95,99.1,102.0,66.5,-5.00,100.8,105.8,-1.5,0.5,Sun Belt,17.0,14.0,69.7,66.6,3.06,-4.39,-2.97,-1.04,-4.01,99.796,101.9,0.44,15.0,29.0,48.7,46.1,40.3,35.2,20.2,17.5,32.6,30.7,67.1,48.1,46.7,33.6,29.9,10.0,8.1,51.9,52.4,28.5,30.1,65.874,75.79,79.039,0.803,28.007,65.8,70.0,1.004,0.998,11.258,-0.1025641025641025
2010,Southeastern Louisiana,Slnd,-3.09,100.9,104.0,66.5,-6.53,99.2,105.7,-0.3,-0.5,Southland,19.0,12.0,72.7,66.9,5.84,-6.21,-0.95,-3.02,-3.97,101.195,104.991,0.396,15.0,27.0,53.5,44.8,40.6,37.5,21.7,19.4,29.0,37.3,67.9,51.2,42.4,38.9,33.8,13.5,6.9,53.5,47.6,31.9,28.6,65.821,76.266,79.2,1.936,3.283,69.6,71.1,1.036,1.0,10.703,-0.1025641025641025
2010,San Francisco,WCC,-3.14,100.5,103.6,66.1,+3.35,106.0,102.7,1.4,-2.8,WCC,12.0,18.0,70.5,72.9,-2.33,2.82,-1.22,-2.26,-3.48,100.962,103.368,0.433,10.0,28.0,48.6,51.6,45.5,33.3,21.4,17.2,31.0,27.6,67.2,47.2,50.1,34.5,36.4,5.0,9.1,51.2,55.1,30.0,33.5,65.529,77.394,80.373,1.454,12.289,68.6,74.4,0.986,1.07,22.747,-0.375
2010,Mercer,ASun,-3.33,107.8,111.2,68.1,-2.54,100.2,102.7,5.3,-7.2,ASUN,16.0,17.0,76.2,75.1,1.09,-1.2,5.31,-10.35,-5.05,107.22,111.039,0.401,14.0,31.0,51.6,50.2,44.9,36.9,21.4,17.3,34.2,33.9,70.6,51.3,50.3,34.7,33.2,6.4,11.1,52.6,49.3,42.6,32.4,68.435,76.067,78.633,2.434,16.664,70.3,69.4,1.054,1.079,15.214,0.3717948717948718
2010,Florida Atlantic,SB,-3.36,103.8,107.2,67.7,-2.84,101.5,104.4,2.6,-5.8,Sun Belt,14.0,16.0,73.4,73.5,-0.1,-3.3,1.9,-6.38,-4.48,102.43,107.789,0.357,12.0,28.0,49.0,51.5,32.5,44.7,17.6,20.5,31.6,34.0,68.8,44.8,47.8,38.5,42.1,10.2,10.6,54.9,49.9,32.5,23.9,67.842,74.499,79.157,0.813,18.852,66.5,66.5,1.034,1.051,13.647,0.7585470085470085
2010,Austin Peay,OVC,-3.52,103.7,107.2,66.0,-1.53,102.5,104.0,2.1,-3.0,ASUN,17.0,15.0,72.5,72.4,0.09,-1.68,0.93,-4.78,-3.85,104.273,107.92,0.402,15.0,30.0,50.2,51.2,45.8,34.1,20.8,19.5,31.8,35.5,67.4,48.6,48.7,35.6,37.5,8.0,11.0,54.7,52.2,32.0,32.8,65.708,76.674,79.894,1.47,9.554,69.5,69.6,1.036,1.068,17.627,0.0666666666666667
2010,San Diego,WCC,-3.68,98.4,102.1,62.0,+2.72,105.1,102.3,-5.0,2.5,WCC,11.0,21.0,62.4,66.2,-3.84,1.98,-6.53,3.94,-2.6,99.266,100.679,0.459,10.0,30.0,47.4,51.5,35.6,43.2,20.7,20.5,28.6,30.8,63.8,44.3,49.4,35.1,37.4,8.1,10.9,52.9,52.4,37.2,32.0,62.382,76.275,79.487,2.059,3.916,71.6,68.6,0.97,1.035,19.374,-0.0277777777777777
2010,Georgia St.,CAA,-3.71,99.8,103.5,61.6,-0.88,101.7,102.6,-5.2,3.1,CAA,12.0,20.0,62.3,63.7,-1.44,-1.48,-6.92,3.17,-3.74,99.897,103.449,0.401,11.0,31.0,45.7,48.2,30.4,43.2,21.1,22.3,37.7,36.7,62.5,44.8,47.8,32.4,32.8,9.6,8.4,47.9,58.4,24.0,33.2,61.404,76.745,79.782,2.539,26.286,68.4,70.8,0.978,1.013,16.293,0.155982905982906
2010,Cal St. Fullerton,BW,-3.79,102.5,106.2,67.9,-2.55,101.4,104.0,3.8,-5.0,Big West,16.0,15.0,74.3,73.0,1.29,-1.55,3.62,-6.49,-2.87,101.658,107.315,0.349,14.0,29.0,49.9,48.1,43.0,39.3,20.8,17.6,29.7,31.5,68.9,49.2,46.4,34.3,34.7,7.3,7.4,52.9,49.1,34.6,30.5,67.746,76.219,79.368,2.071,7.699,71.1,68.8,1.016,1.032,13.574,-0.1196581196581196
2010,Eastern Illinois,OVC,-3.90,100.0,103.9,63.3,-5.26,100.3,105.6,-2.3,1.3,OVC,19.0,12.0,68.1,65.3,2.87,-5.0,-5.0,0.0,-5.0,100.291,103.895,0.4,17.0,29.0,48.8,47.6,34.9,34.7,21.3,19.4,34.6,33.2,64.3,47.5,44.1,36.1,35.3,9.9,10.0,59.0,61.0,20.2,39.7,62.983,76.012,79.096,1.943,9.087,72.5,71.7,1.012,1.012,10.77,-0.1025641025641025
